textbox22
generated on 21/02/2018 09:06:26 UTC

Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
Latvia,European Region of WHO,Northern Europe,2003,39,2003-09-22,2003-09-28,,47,0,,0,,0,0,,,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2003,40,2003-09-29,2003-10-05,,51,0,,0,,0,0,,,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2003,41,2003-10-06,2003-10-12,,79,0,,0,,0,0,,,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2003,42,2003-10-13,2003-10-19,,78,0,,0,,0,0,,,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2003,43,2003-10-20,2003-10-26,,86,0,,0,,0,0,,,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2003,44,2003-10-27,2003-11-02,,84,0,,0,,0,0,,,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2003,45,2003-11-03,2003-11-09,,99,0,,0,,0,0,,,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2003,46,2003-11-10,2003-11-16,,78,0,,3,,0,3,,,0,0,3,,Sporadic
Latvia,European Region of WHO,Northern Europe,2003,47,2003-11-17,2003-11-23,,121,0,,0,,0,0,,,0,0,0,,Sporadic
Latvia,European Region of WHO,Northern Europe,2003,48,2003-11-24,2003-11-30,,128,0,,2,,1,3,,,0,0,3,,Sporadic
Latvia,European Region of WHO,Northern Europe,2003,49,2003-12-01,2003-12-07,,125,0,,3,,1,4,,,0,0,4,,Sporadic
Latvia,European Region of WHO,Northern Europe,2003,50,2003-12-08,2003-12-14,,118,0,,3,,0,3,,,0,0,3,,Sporadic
Latvia,European Region of WHO,Northern Europe,2003,51,2003-12-15,2003-12-21,,80,0,,4,,3,7,,,0,0,7,,Sporadic
Latvia,European Region of WHO,Northern Europe,2003,52,2003-12-22,2003-12-28,,83,0,,4,,7,11,,,0,0,11,,Sporadic
Latvia,European Region of WHO,Northern Europe,2004,1,2003-12-29,2004-01-04,,183,0,,34,,13,47,,,0,0,47,,Local Outbreak
Latvia,European Region of WHO,Northern Europe,2004,2,2004-01-05,2004-01-11,,199,0,,52,,30,82,,,0,0,82,,Regional Outbreak
Latvia,European Region of WHO,Northern Europe,2004,3,2004-01-12,2004-01-18,,269,0,,64,,70,134,,,0,0,134,,Regional Outbreak
Latvia,European Region of WHO,Northern Europe,2004,4,2004-01-19,2004-01-25,,242,0,,86,,36,122,,,0,0,122,,Widespread Outbreak
Latvia,European Region of WHO,Northern Europe,2004,5,2004-01-26,2004-02-01,,240,0,,48,,55,103,,,0,0,103,,Regional Outbreak
Latvia,European Region of WHO,Northern Europe,2004,6,2004-02-02,2004-02-08,,177,0,,15,,42,57,,,0,0,57,,Widespread Outbreak
Latvia,European Region of WHO,Northern Europe,2004,7,2004-02-09,2004-02-15,,141,0,,9,,24,33,,,0,0,33,,Local Outbreak
Latvia,European Region of WHO,Northern Europe,2004,9,2004-02-23,2004-02-29,,117,0,,10,,12,22,,,0,0,22,,Local Outbreak
Latvia,European Region of WHO,Northern Europe,2004,10,2004-03-01,2004-03-07,,104,0,,0,,3,3,,,0,0,3,,Sporadic
Latvia,European Region of WHO,Northern Europe,2004,11,2004-03-08,2004-03-14,,89,0,,2,,3,5,,,0,0,5,,Sporadic
Latvia,European Region of WHO,Northern Europe,2004,12,2004-03-15,2004-03-21,,99,0,,0,,2,2,,,0,0,2,,Sporadic
Latvia,European Region of WHO,Northern Europe,2004,13,2004-03-22,2004-03-28,,98,0,,1,,0,1,,,0,0,1,,Sporadic
Latvia,European Region of WHO,Northern Europe,2004,14,2004-03-29,2004-04-04,,74,0,,0,,0,0,,,0,0,0,,Sporadic
Latvia,European Region of WHO,Northern Europe,2004,15,2004-04-05,2004-04-11,,78,0,,0,,0,0,,,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2004,16,2004-04-12,2004-04-18,,100,0,,0,,0,0,,,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2004,17,2004-04-19,2004-04-25,,126,0,,0,,0,0,,,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2004,18,2004-04-26,2004-05-02,,90,0,,0,,0,0,,,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2004,40,2004-09-27,2004-10-03,,76,0,,0,,0,0,,,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2004,41,2004-10-04,2004-10-10,,61,0,,0,,0,0,,,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2004,42,2004-10-11,2004-10-17,,67,0,,0,,0,0,,,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2004,43,2004-10-18,2004-10-24,,81,0,,0,,0,0,,,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2004,44,2004-10-25,2004-10-31,,83,0,,0,,0,0,,,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2004,45,2004-11-01,2004-11-07,,99,0,,0,,0,0,,,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2004,46,2004-11-08,2004-11-14,,108,0,,0,,0,0,,,1,1,1,,No Activity
Latvia,European Region of WHO,Northern Europe,2004,47,2004-11-15,2004-11-21,,60,0,,0,,0,0,,,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2004,48,2004-11-22,2004-11-28,,124,0,,0,,0,0,,,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2004,49,2004-11-29,2004-12-05,,114,,,,,,0,,,2,2,2,,Sporadic
Latvia,European Region of WHO,Northern Europe,2004,50,2004-12-06,2004-12-12,,113,0,,0,,0,0,,,0,0,0,,Sporadic
Latvia,European Region of WHO,Northern Europe,2004,51,2004-12-13,2004-12-19,,105,0,,0,,3,3,,,1,1,4,,Sporadic
Latvia,European Region of WHO,Northern Europe,2004,52,2004-12-20,2004-12-26,,88,0,,2,,,2,,,1,1,3,,Sporadic
Latvia,European Region of WHO,Northern Europe,2005,1,2005-01-03,2005-01-09,,102,0,,3,,3,6,,,2,2,8,,Sporadic
Latvia,European Region of WHO,Northern Europe,2005,2,2005-01-10,2005-01-16,,86,0,,2,,1,3,,,0,0,3,,Sporadic
Latvia,European Region of WHO,Northern Europe,2005,3,2005-01-17,2005-01-23,,91,0,,1,,3,4,,,1,1,5,,Sporadic
Latvia,European Region of WHO,Northern Europe,2005,4,2005-01-24,2005-01-30,,109,0,,1,,2,3,,,0,0,3,,Sporadic
Latvia,European Region of WHO,Northern Europe,2005,5,2005-01-31,2005-02-06,,101,0,,1,,3,4,,,0,0,4,,Sporadic
Latvia,European Region of WHO,Northern Europe,2005,8,2005-02-21,2005-02-27,,118,0,,7,,5,12,,,5,5,17,,Local Outbreak
Latvia,European Region of WHO,Northern Europe,2005,9,2005-02-28,2005-03-06,,127,,,5,,5,10,,,8,8,18,,Local Outbreak
Latvia,European Region of WHO,Northern Europe,2005,10,2005-03-07,2005-03-13,,167,,,9,,18,27,,,21,21,48,,Regional Outbreak
Latvia,European Region of WHO,Northern Europe,2005,11,2005-03-14,2005-03-20,,176,,,9,,16,25,,,23,23,48,,Widespread Outbreak
Latvia,European Region of WHO,Northern Europe,2005,12,2005-03-21,2005-03-27,,143,1,,5,,19,25,,,14,14,39,,Widespread Outbreak
Latvia,European Region of WHO,Northern Europe,2005,13,2005-03-28,2005-04-03,,,1,,9,,18,28,,,30,30,58,,Widespread Outbreak
Latvia,European Region of WHO,Northern Europe,2005,14,2005-04-04,2005-04-10,,161,1,,12,,9,22,,,13,13,35,,Regional Outbreak
Latvia,European Region of WHO,Northern Europe,2005,15,2005-04-11,2005-04-17,,,1,,9,,6,16,,,12,12,28,,Local Outbreak
Latvia,European Region of WHO,Northern Europe,2005,16,2005-04-18,2005-04-24,,138,0,,6,,4,10,,,10,10,20,,Sporadic
Latvia,European Region of WHO,Northern Europe,2005,17,2005-04-25,2005-05-01,,102,1,,2,,4,7,,,3,3,10,,Sporadic
Latvia,European Region of WHO,Northern Europe,2005,18,2005-05-02,2005-05-08,,86,0,,3,,3,6,,,3,3,9,,Sporadic
Latvia,European Region of WHO,Northern Europe,2005,19,2005-05-09,2005-05-15,,102,,,1,,,1,,,0,0,1,,No Activity
Latvia,European Region of WHO,Northern Europe,2005,20,2005-05-16,2005-05-22,,79,0,,0,,0,0,,,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2005,40,2005-10-03,2005-10-09,,,0,,0,,0,0,,,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2005,41,2005-10-10,2005-10-16,,89,0,,0,,0,0,,,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2005,42,2005-10-17,2005-10-23,,95,0,,0,,0,0,,,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2005,43,2005-10-24,2005-10-30,,117,0,,0,,0,0,,,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2005,44,2005-10-31,2005-11-06,,96,0,,0,,0,0,,,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2005,45,2005-11-07,2005-11-13,,97,0,,0,,0,0,,,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2005,46,2005-11-14,2005-11-20,,88,0,,0,,0,0,,,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2005,47,2005-11-21,2005-11-27,,98,0,,0,,0,0,,,1,1,1,,No Activity
Latvia,European Region of WHO,Northern Europe,2005,48,2005-11-28,2005-12-04,,88,0,,0,,0,0,,,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2005,49,2005-12-05,2005-12-11,,116,0,,0,,1,1,,,0,0,1,,No Activity
Latvia,European Region of WHO,Northern Europe,2005,50,2005-12-12,2005-12-18,,135,0,,0,,0,0,,,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2005,51,2005-12-19,2005-12-25,,117,0,,0,,1,1,,,0,0,1,,No Activity
Latvia,European Region of WHO,Northern Europe,2006,1,2006-01-02,2006-01-08,,153,0,,1,,0,1,,,0,0,1,,Sporadic
Latvia,European Region of WHO,Northern Europe,2006,2,2006-01-09,2006-01-15,,148,0,,1,,0,1,,,0,0,1,,Sporadic
Latvia,European Region of WHO,Northern Europe,2006,3,2006-01-16,2006-01-22,,106,0,,2,,1,3,,,0,0,3,,Sporadic
Latvia,European Region of WHO,Northern Europe,2006,4,2006-01-23,2006-01-29,,124,0,,7,,2,9,,,1,1,10,,Sporadic
Latvia,European Region of WHO,Northern Europe,2006,5,2006-01-30,2006-02-05,,167,0,,4,,0,4,,,18,18,22,,Sporadic
Latvia,European Region of WHO,Northern Europe,2006,6,2006-02-06,2006-02-12,,193,0,,6,,3,9,,,41,41,50,,Local Outbreak
Latvia,European Region of WHO,Northern Europe,2006,7,2006-02-13,2006-02-19,,222,1,,3,,4,8,,,55,55,63,,Regional Outbreak
Latvia,European Region of WHO,Northern Europe,2006,8,2006-02-20,2006-02-26,,226,1,,3,,6,10,,,69,69,79,,Widespread Outbreak
Latvia,European Region of WHO,Northern Europe,2006,9,2006-02-27,2006-03-05,,178,0,,3,,4,7,,,40,40,47,,Widespread Outbreak
Latvia,European Region of WHO,Northern Europe,2006,10,2006-03-06,2006-03-12,,133,1,,6,,6,13,,,21,21,34,,Local Outbreak
Latvia,European Region of WHO,Northern Europe,2006,11,2006-03-13,2006-03-19,,110,1,,6,,3,10,,,10,10,20,,Sporadic
Latvia,European Region of WHO,Northern Europe,2006,12,2006-03-20,2006-03-26,,98,0,,6,,4,10,,,2,2,12,,Sporadic
Latvia,European Region of WHO,Northern Europe,2006,13,2006-03-27,2006-04-02,,94,0,,6,,4,10,,,3,3,13,,Sporadic
Latvia,European Region of WHO,Northern Europe,2006,14,2006-04-03,2006-04-09,,74,0,,3,,3,6,,,1,1,7,,Sporadic
Latvia,European Region of WHO,Northern Europe,2006,15,2006-04-10,2006-04-16,,64,0,,1,,1,2,,,4,4,6,,Sporadic
Latvia,European Region of WHO,Northern Europe,2006,16,2006-04-17,2006-04-23,,92,0,,7,,3,10,,,0,0,10,,Sporadic
Latvia,European Region of WHO,Northern Europe,2006,17,2006-04-24,2006-04-30,,99,2,,5,,4,11,,,0,0,11,,Sporadic
Latvia,European Region of WHO,Northern Europe,2006,18,2006-05-01,2006-05-07,,74,1,,3,,4,8,,,0,0,8,,Sporadic
Latvia,European Region of WHO,Northern Europe,2006,19,2006-05-08,2006-05-14,,72,0,,1,,0,1,,,0,0,1,,No Activity
Latvia,European Region of WHO,Northern Europe,2006,20,2006-05-15,2006-05-21,,67,0,,0,,2,2,,,0,0,2,,No Activity
Latvia,European Region of WHO,Northern Europe,2006,40,2006-10-02,2006-10-08,,68,0,,0,,0,0,,,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2006,41,2006-10-09,2006-10-15,,73,0,,0,,0,0,,,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2006,42,2006-10-16,2006-10-22,,85,0,,0,,0,0,,,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2006,43,2006-10-23,2006-10-29,,86,0,,0,,0,0,,,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2006,44,2006-10-30,2006-11-05,,84,0,,0,,0,0,,,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2006,45,2006-11-06,2006-11-12,,73,0,,0,,0,0,,,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2006,46,2006-11-13,2006-11-19,,91,0,,0,,0,0,,,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2006,49,2006-12-04,2006-12-10,,54,0,,0,,0,0,,,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2006,50,2006-12-11,2006-12-17,,63,0,,0,,0,0,,,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2006,51,2006-12-18,2006-12-24,,79,0,,0,,0,0,,,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2006,52,2006-12-25,2006-12-31,,115,0,,0,,0,0,,,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2007,2,2007-01-08,2007-01-14,,77,0,,0,,3,3,,,0,0,3,,No Activity
Latvia,European Region of WHO,Northern Europe,2007,3,2007-01-15,2007-01-21,,75,0,,3,,0,3,,,0,0,3,,Sporadic
Latvia,European Region of WHO,Northern Europe,2007,4,2007-01-22,2007-01-28,,89,0,,1,,2,3,,,0,0,3,,Sporadic
Latvia,European Region of WHO,Northern Europe,2007,5,2007-01-29,2007-02-04,,121,0,,3,,7,10,,,0,0,10,,Sporadic
Latvia,European Region of WHO,Northern Europe,2007,6,2007-02-05,2007-02-11,,150,0,,3,,19,22,,,0,0,22,,Sporadic
Latvia,European Region of WHO,Northern Europe,2007,7,2007-02-12,2007-02-18,,181,0,,34,,30,64,,,0,0,64,,Local Outbreak
Latvia,European Region of WHO,Northern Europe,2007,8,2007-02-19,2007-02-25,,286,0,,18,,114,132,,,0,0,132,,Regional Outbreak
Latvia,European Region of WHO,Northern Europe,2007,9,2007-02-26,2007-03-04,,387,0,,51,,127,178,,,0,0,178,,Widespread Outbreak
Latvia,European Region of WHO,Northern Europe,2007,10,2007-03-05,2007-03-11,,292,0,,25,,113,138,,,0,0,138,,Widespread Outbreak
Latvia,European Region of WHO,Northern Europe,2007,11,2007-03-12,2007-03-18,,166,3,,65,,38,106,,,0,0,106,,Regional Outbreak
Latvia,European Region of WHO,Northern Europe,2007,12,2007-03-19,2007-03-25,,138,0,,26,,23,49,,,0,0,49,,Local Outbreak
Latvia,European Region of WHO,Northern Europe,2007,13,2007-03-26,2007-04-01,,119,1,,8,,19,28,,,1,1,29,,Sporadic
Latvia,European Region of WHO,Northern Europe,2007,14,2007-04-02,2007-04-08,,82,0,,7,,4,11,,,0,0,11,,Sporadic
Latvia,European Region of WHO,Northern Europe,2007,15,2007-04-09,2007-04-15,,98,0,,4,,2,6,,,0,0,6,,Sporadic
Latvia,European Region of WHO,Northern Europe,2007,16,2007-04-16,2007-04-22,,84,0,,0,,0,0,,,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2007,19,2007-05-07,2007-05-13,,96,0,,0,,0,0,,,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2007,40,2007-10-01,2007-10-07,,63,0,,0,,0,0,,,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2007,41,2007-10-08,2007-10-14,,53,0,,0,,0,0,0,0,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2007,42,2007-10-15,2007-10-21,,82,0,,0,,0,0,,,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2007,43,2007-10-22,2007-10-28,,76,0,,0,,0,0,,,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2007,44,2007-10-29,2007-11-04,,65,0,,0,,0,0,,,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2007,45,2007-11-05,2007-11-11,,69,0,,0,,0,0,,,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2007,46,2007-11-12,2007-11-18,,80,0,,0,,0,0,,,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2007,47,2007-11-19,2007-11-25,,76,0,,0,,0,0,,,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2007,48,2007-11-26,2007-12-02,,109,0,,0,,0,0,,,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2007,49,2007-12-03,2007-12-09,,104,0,,0,,0,0,,,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2007,50,2007-12-10,2007-12-16,,122,4,,0,,0,4,0,0,0,0,4,,Sporadic
Latvia,European Region of WHO,Northern Europe,2007,51,2007-12-17,2007-12-23,,122,3,,0,,0,3,0,0,1,1,4,,Sporadic
Latvia,European Region of WHO,Northern Europe,2007,52,2007-12-24,2007-12-30,,86,8,,0,,0,8,0,0,0,0,8,,Sporadic
Latvia,European Region of WHO,Northern Europe,2008,1,2007-12-31,2008-01-06,,114,9,,0,,3,12,0,0,2,2,14,,Sporadic
Latvia,European Region of WHO,Northern Europe,2008,2,2008-01-07,2008-01-13,,124,12,,0,,4,16,0,0,0,0,16,,Sporadic
Latvia,European Region of WHO,Northern Europe,2008,3,2008-01-14,2008-01-20,,144,27,,0,,12,39,0,0,1,1,40,,Local Outbreak
Latvia,European Region of WHO,Northern Europe,2008,4,2008-01-21,2008-01-27,,190,59,,0,,11,70,0,0,0,0,70,,Regional Outbreak
Latvia,European Region of WHO,Northern Europe,2008,5,2008-01-28,2008-02-03,,200,58,,0,,10,68,0,0,0,0,68,,Widespread Outbreak
Latvia,European Region of WHO,Northern Europe,2008,6,2008-02-04,2008-02-10,,225,54,,0,,17,71,0,0,0,0,71,,Widespread Outbreak
Latvia,European Region of WHO,Northern Europe,2008,7,2008-02-11,2008-02-17,,189,24,,0,,17,41,0,0,1,1,42,,Local Outbreak
Latvia,European Region of WHO,Northern Europe,2008,8,2008-02-18,2008-02-24,,146,17,,0,,7,24,0,0,0,0,24,,Sporadic
Latvia,European Region of WHO,Northern Europe,2008,9,2008-02-25,2008-03-02,,127,10,,0,,1,11,0,0,0,0,11,,Sporadic
Latvia,European Region of WHO,Northern Europe,2008,10,2008-03-03,2008-03-09,,101,5,,0,,1,6,0,0,3,3,9,,Sporadic
Latvia,European Region of WHO,Northern Europe,2008,11,2008-03-10,2008-03-16,,105,5,,0,,1,6,0,0,5,5,11,,Sporadic
Latvia,European Region of WHO,Northern Europe,2008,12,2008-03-17,2008-03-23,,85,0,,2,,2,4,0,0,1,1,5,,Sporadic
Latvia,European Region of WHO,Northern Europe,2008,13,2008-03-24,2008-03-30,,105,1,,0,,2,3,1,0,3,4,7,,Sporadic
Latvia,European Region of WHO,Northern Europe,2008,14,2008-03-31,2008-04-06,,107,1,,0,,1,2,3,0,2,5,7,,Sporadic
Latvia,European Region of WHO,Northern Europe,2008,15,2008-04-07,2008-04-13,,92,0,,0,,0,0,3,0,4,7,7,,Sporadic
Latvia,European Region of WHO,Northern Europe,2008,16,2008-04-14,2008-04-20,,87,0,,0,,1,1,1,0,0,1,2,,No Activity
Latvia,European Region of WHO,Northern Europe,2008,17,2008-04-21,2008-04-27,,95,0,,0,,0,0,0,0,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2008,18,2008-04-28,2008-05-04,,74,0,,0,,0,0,1,0,5,6,6,,No Activity
Latvia,European Region of WHO,Northern Europe,2008,19,2008-05-05,2008-05-11,,146,0,,0,,0,0,3,0,4,7,7,,No Activity
Latvia,European Region of WHO,Northern Europe,2008,20,2008-05-12,2008-05-18,,57,0,,0,,0,0,0,0,2,2,2,,No Activity
Latvia,European Region of WHO,Northern Europe,2008,21,2008-05-19,2008-05-25,,64,0,,0,,0,0,0,0,1,1,1,,No Activity
Latvia,European Region of WHO,Northern Europe,2008,22,2008-05-26,2008-06-01,,95,0,,0,,0,0,0,0,1,1,1,,No Activity
Latvia,European Region of WHO,Northern Europe,2008,40,2008-09-29,2008-10-05,,91,0,,0,,0,0,0,0,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2008,41,2008-10-06,2008-10-12,,76,0,,0,,0,0,0,0,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2008,42,2008-10-13,2008-10-19,,90,0,,0,,0,0,0,0,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2008,44,2008-10-27,2008-11-02,,83,0,,0,,0,0,0,0,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2008,45,2008-11-03,2008-11-09,,71,0,,0,,0,0,0,0,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2008,46,2008-11-10,2008-11-16,,78,0,,0,,0,0,0,0,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2008,47,2008-11-17,2008-11-23,,66,0,,0,,1,1,0,0,0,0,1,,No Activity
Latvia,European Region of WHO,Northern Europe,2008,48,2008-11-24,2008-11-30,,72,0,,0,,0,0,0,0,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2008,49,2008-12-01,2008-12-07,,81,0,,0,,0,0,0,0,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2008,50,2008-12-08,2008-12-14,,74,0,,0,,0,0,0,0,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2008,51,2008-12-15,2008-12-21,,92,0,,0,,1,1,0,0,0,0,1,,No Activity
Latvia,European Region of WHO,Northern Europe,2008,52,2008-12-22,2008-12-28,,88,0,,0,,0,0,0,0,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2009,1,2008-12-29,2009-01-04,,87,0,,2,,4,6,0,0,0,0,6,,Sporadic
Latvia,European Region of WHO,Northern Europe,2009,2,2009-01-05,2009-01-11,,138,0,,4,,4,8,0,0,0,0,8,,Sporadic
Latvia,European Region of WHO,Northern Europe,2009,3,2009-01-12,2009-01-18,,138,0,,5,,6,11,0,0,0,0,11,,Sporadic
Latvia,European Region of WHO,Northern Europe,2009,4,2009-01-19,2009-01-25,,154,1,,12,,7,20,,,1,1,21,,Local Outbreak
Latvia,European Region of WHO,Northern Europe,2009,5,2009-01-26,2009-02-01,,199,0,,7,,39,46,,1,2,3,49,,Regional Outbreak
Latvia,European Region of WHO,Northern Europe,2009,6,2009-02-02,2009-02-08,,151,1,,4,,30,35,1,0,0,1,36,,Regional Outbreak
Latvia,European Region of WHO,Northern Europe,2009,7,2009-02-09,2009-02-15,,170,1,,14,,22,37,1,0,,1,38,,Regional Outbreak
Latvia,European Region of WHO,Northern Europe,2009,8,2009-02-16,2009-02-22,,198,0,,5,,27,32,0,2,0,2,34,,Regional Outbreak
Latvia,European Region of WHO,Northern Europe,2009,9,2009-02-23,2009-03-01,,206,2,,15,,18,35,0,2,1,3,38,,Regional Outbreak
Latvia,European Region of WHO,Northern Europe,2009,10,2009-03-02,2009-03-08,,194,2,,19,,11,32,0,0,1,1,33,,Regional Outbreak
Latvia,European Region of WHO,Northern Europe,2009,11,2009-03-09,2009-03-15,,194,3,,15,,25,43,0,0,3,3,46,,Regional Outbreak
Latvia,European Region of WHO,Northern Europe,2009,12,2009-03-16,2009-03-22,,144,2,,6,,15,23,1,1,6,8,31,,Local Outbreak
Latvia,European Region of WHO,Northern Europe,2009,13,2009-03-23,2009-03-29,,158,0,,3,,14,17,1,4,2,7,24,,Sporadic
Latvia,European Region of WHO,Northern Europe,2009,14,2009-03-30,2009-04-05,,139,2,,3,,14,19,0,5,4,9,28,,Sporadic
Latvia,European Region of WHO,Northern Europe,2009,15,2009-04-06,2009-04-12,,126,2,,0,,6,8,0,5,2,7,15,,Sporadic
Latvia,European Region of WHO,Northern Europe,2009,16,2009-04-13,2009-04-19,,132,0,,0,,6,6,0,0,3,3,9,,Sporadic
Latvia,European Region of WHO,Northern Europe,2009,18,2009-04-27,2009-05-03,,103,1,,2,,0,3,2,,2,4,7,,Sporadic
Latvia,European Region of WHO,Northern Europe,2009,19,2009-05-04,2009-05-10,,108,0,,1,,0,1,2,0,1,3,4,,Sporadic
Latvia,European Region of WHO,Northern Europe,2009,20,2009-05-11,2009-05-17,,97,0,,1,,0,1,0,3,0,3,4,,Sporadic
Latvia,European Region of WHO,Northern Europe,2009,25,2009-06-15,2009-06-21,71,0,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Latvia,European Region of WHO,Northern Europe,2009,26,2009-06-22,2009-06-28,71,71,0,,0,0,0,0,0,0,2,2,2,,No Activity
Latvia,European Region of WHO,Northern Europe,2009,28,2009-07-06,2009-07-12,74,74,0,3,0,0,0,3,0,0,0,0,3,,Sporadic
Latvia,European Region of WHO,Northern Europe,2009,29,2009-07-13,2009-07-19,93,93,0,4,0,0,0,4,0,0,0,0,4,,Sporadic
Latvia,European Region of WHO,Northern Europe,2009,30,2009-07-20,2009-07-26,58,58,0,2,0,0,0,2,0,0,0,0,2,,No Report
Latvia,European Region of WHO,Northern Europe,2009,31,2009-07-27,2009-08-02,89,89,0,7,0,0,0,7,0,0,0,0,7,,Sporadic
Latvia,European Region of WHO,Northern Europe,2009,32,2009-08-03,2009-08-09,60,60,0,0,0,0,0,0,0,0,0,0,0,,Sporadic
Latvia,European Region of WHO,Northern Europe,2009,33,2009-08-10,2009-08-16,53,53,0,4,0,0,0,4,0,0,0,0,4,,Sporadic
Latvia,European Region of WHO,Northern Europe,2009,34,2009-08-17,2009-08-23,66,66,0,0,0,0,0,0,0,0,0,0,0,,Sporadic
Latvia,European Region of WHO,Northern Europe,2009,35,2009-08-24,2009-08-30,65,65,0,4,1,0,0,5,0,0,0,0,5,,Sporadic
Latvia,European Region of WHO,Northern Europe,2009,36,2009-08-31,2009-09-06,72,72,0,0,0,0,0,0,0,0,0,0,0,,Sporadic
Latvia,European Region of WHO,Northern Europe,2009,37,2009-09-07,2009-09-13,68,68,0,2,0,0,0,2,0,0,0,0,2,,Sporadic
Latvia,European Region of WHO,Northern Europe,2009,38,2009-09-14,2009-09-20,64,64,0,1,0,0,0,1,0,0,0,0,1,,Sporadic
Latvia,European Region of WHO,Northern Europe,2009,39,2009-09-21,2009-09-27,88,88,0,0,0,0,0,0,0,0,0,0,0,,Sporadic
Latvia,European Region of WHO,Northern Europe,2009,40,2009-09-28,2009-10-04,75,75,0,0,0,0,0,0,0,0,0,0,0,,Sporadic
Latvia,European Region of WHO,Northern Europe,2009,41,2009-10-05,2009-10-11,94,94,0,0,0,0,0,0,0,0,0,0,0,,No Activity
